1075	85967814E42	1735.00	5/26/2001	130125.00
1076	85967814E42	1735.00	6/25/2001	131860.00
1077	85967814E42	1735.00	7/25/2001	133595.00
1078	85967814E42	1735.00	8/24/2001	135330.00
1079	85967814E42	1735.00	9/23/2001	137065.00
1080	85967814E42	1735.00	10/23/2001	138800.00
1081	85967814E42	1735.00	11/22/2001	140535.00
1082	85967814E42	1735.00	12/22/2001	142270.00
1083	85967814E42	1735.00	1/21/2002	144005.00
1084	85967814E42	1735.00	2/20/2002	145740.00
1085	85967814E42	1735.00	3/22/2002	147475.00
1086	85967814E42	1735.00	4/21/2002	149210.00
1087	85967814E42	1735.00	5/21/2002	150945.00
1088	85967814E42	1735.00	6/20/2002	152680.00
1089	85967814E42	1735.00	7/20/2002	154415.00
1090	85967814E42	1735.00	8/19/2002	156150.00
1091	85967814E42	1735.00	9/18/2002	157885.00
1092	85967814E42	1735.00	10/18/2002	159620.00
1093	85967814E42	1735.00	11/17/2002	161355.00
1094	85967814E42	1735.00	12/17/2002	163090.00
1095	85967814E42	1735.00	1/16/2003	164825.00
1096	85967814E42	1735.00	2/15/2003	166560.00
1097	85967814E42	1735.00	3/17/2003	168295.00
1098	85967814E42	1735.00	4/16/2003	170030.00
1099	85967814E42	1735.00	5/16/2003	171765.00
1100	85967814E42	1735.00	6/15/2003	173500.00
1101	85967814E42	1735.00	7/15/2003	175235.00
1102	85967814E42	1735.00	8/14/2003	176970.00
1103	85967814E42	1735.00	9/13/2003	178705.00
1104	85967814E42	1735.00	10/13/2003	180440.00
1105	85967814E42	1735.00	11/12/2003	182175.00
1106	85967814E42	1735.00	12/12/2003	183910.00
1107	85967814E42	1735.00	1/11/2004	185645.00
1108	85967814E42	1735.00	2/10/2004	187380.00
1109	85967814E42	1735.00	3/11/2004	189115.00
1110	85967814E42	1735.00	4/10/2004	190850.00
1111	85967814E42	1735.00	5/10/2004	192585.00
1112	85967814E42	1735.00	6/9/2004	194320.00
1113	85967814E42	1735.00	7/9/2004	196055.00
1114	85967814E42	1735.00	8/8/2004	197790.00
1115	85967814E42	1735.00	9/7/2004	199525.00
1116	85967814E42	1735.00	10/7/2004	201260.00
1117	85967814E42	1735.00	11/6/2004	202995.00
1118	85967814E42	1735.00	12/6/2004	204730.00
1119	85967814E42	1735.00	1/5/2005	206465.00
1120	85967814E42	1735.00	2/4/2005	208200.00
1121	85967814E42	1735.00	3/6/2005	209935.00
1122	85967814E42	1735.00	4/5/2005	211670.00
1123	85967814E42	1735.00	5/5/2005	213405.00
1124	85967814E42	1735.00	6/4/2005	215140.00
1125	85967814E42	1735.00	7/4/2005	216875.00
1126	85967814E42	1735.00	8/3/2005	218610.00
1127	85967814E42	1735.00	9/2/2005	220345.00
1128	85967814E42	1735.00	10/2/2005	222080.00
1129	85967814E42	1735.00	11/1/2005	223815.00
1130	85967814E42	1735.00	12/1/2005	225550.00
1131	85967814E42	1735.00	12/31/2005	227285.00
1132	85967814E42	1735.00	1/30/2006	229020.00
1133	85967814E42	1735.00	3/1/2006	230755.00
1134	85967814E42	1735.00	3/31/2006	232490.00
1135	85967814E42	1735.00	4/30/2006	234225.00
1136	85967814E42	1735.00	5/30/2006	235960.00
1137	85967814E42	1735.00	6/29/2006	237695.00
1138	85967814E42	1735.00	7/29/2006	239430.00
1139	85967814E42	1735.00	8/28/2006	241165.00
1140	85967814E42	1735.00	9/27/2006	242900.00
1141	85967814E42	1735.00	10/27/2006	244635.00
1142	85967814E42	1735.00	11/26/2006	246370.00
1143	85967814E42	1735.00	12/26/2006	248105.00
1144	85967814E42	1735.00	1/25/2007	249840.00
1145	85967814E42	1735.00	2/24/2007	251575.00
1146	85967814E42	1735.00	3/26/2007	253310.00
1147	85967814E42	1735.00	4/25/2007	255045.00
1148	85967814E42	1735.00	5/25/2007	256780.00
1149	85967814E42	1735.00	6/24/2007	258515.00
1150	85967814E42	1735.00	7/24/2007	260250.00
1151	85967814E42	1735.00	8/23/2007	261985.00
1152	85967814E42	1735.00	9/22/2007	263720.00
1153	85967814E42	1735.00	10/22/2007	265455.00
1154	85967814E42	1735.00	11/21/2007	267190.00
1155	85967814E42	1735.00	12/21/2007	268925.00
1156	85967814E42	1735.00	1/20/2008	270660.00
1157	85967814E42	1735.00	2/19/2008	272395.00
1158	85967814E42	1735.00	3/20/2008	274130.00
1159	85967814E42	1735.00	4/19/2008	275865.00
1160	85967814E42	1735.00	5/19/2008	277600.00
1161	85967814E42	1735.00	6/18/2008	279335.00
1162	85967814E42	1735.00	7/18/2008	281070.00
1163	85967814E42	1735.00	8/17/2008	282805.00
1164	85967814E42	1735.00	9/16/2008	284540.00
1165	85967814E42	1735.00	10/16/2008	286275.00
1166	85967814E42	1735.00	11/15/2008	288010.00
1167	85967814E42	1735.00	12/15/2008	289745.00
1168	85967814E42	1735.00	1/14/2009	291480.00
1169	85967814E42	1735.00	2/13/2009	293215.00
1170	85967814E42	1735.00	3/15/2009	294950.00
1171	85967814E42	1735.00	4/14/2009	296685.00
1172	85967814E42	1735.00	5/14/2009	298420.00
1173	85967814E42	1735.00	6/13/2009	300155.00
1174	85967814E42	1735.00	7/13/2009	301890.00
1175	85967814E42	1735.00	8/12/2009	303625.00
1176	85967814E42	1735.00	9/11/2009	305360.00
1177	85967814E42	1735.00	10/11/2009	307095.00
1178	85967814E42	1735.00	11/10/2009	308830.00
1179	85967814E42	1735.00	12/10/2009	310565.00
1180	85967814E42	1735.00	1/9/2010	312300.00
1181	85967814E42	1735.00	2/8/2010	314035.00
1182	85967814E42	1735.00	3/10/2010	315770.00
1183	85967814E42	1735.00	4/9/2010	317505.00
1184	85967814E42	1735.00	5/9/2010	319240.00
1185	85967814E42	1735.00	6/8/2010	320975.00
1186	85967814E42	1735.00	7/8/2010	322710.00
1187	85967814E42	1735.00	8/7/2010	324445.00
1188	85967814E42	1735.00	9/6/2010	326180.00
1189	85967814E42	1735.00	10/6/2010	327915.00
1190	85967814E42	1735.00	11/5/2010	329650.00
1191	85967814E42	1735.00	12/5/2010	331385.00
1192	85967814E42	1735.00	1/4/2011	333120.00
1193	85967814E42	1735.00	2/3/2011	334855.00
1194	85967814E42	1735.00	3/5/2011	336590.00
1195	85967814E42	1735.00	4/4/2011	338325.00
1196	85967814E42	1735.00	5/4/2011	340060.00
1197	85967814E42	1735.00	6/3/2011	341795.00
1198	85967814E42	1735.00	7/3/2011	343530.00
1199	85967814E42	1735.00	8/2/2011	345265.00
1200	85967814E42	1735.00	9/1/2011	347000.00
1201	85967814E42	1735.00	10/1/2011	348735.00
1202	85967814E42	1735.00	10/31/2011	350470.00
1203	85967814E42	1735.00	11/30/2011	352205.00
1204	85967814E42	1735.00	12/30/2011	353940.00
1205	85967814E42	1735.00	1/29/2012	355675.00
1206	85967814E42	1735.00	2/28/2012	357410.00
1207	85967814E42	1735.00	3/29/2012	359145.00
1208	85967814E42	1735.00	4/28/2012	360880.00
1209	85967814E42	1735.00	5/28/2012	362615.00
1210	85967814E42	1735.00	6/27/2012	364350.00
1211	85967814E42	1735.00	7/27/2012	366085.00
1212	85967814E42	1735.00	8/26/2012	367820.00
1213	85967814E42	1735.00	9/25/2012	369555.00
1214	85967814E42	1735.00	10/25/2012	371290.00
1215	85967814E42	1735.00	11/24/2012	373025.00
1216	85967814E42	1735.00	12/24/2012	374760.00
1217	89R125897T3	1554.00	11/3/2007	1554.00
1218	89R125897T3	1554.00	12/3/2007	3108.00
1219	89R125897T3	1554.00	1/2/2008	4662.00
1220	89R125897T3	1554.00	2/1/2008	6216.00
1221	89R125897T3	1554.00	3/2/2008	7770.00
1222	89R125897T3	1554.00	4/1/2008	9324.00
1223	89R125897T3	1554.00	5/1/2008	10878.00
1224	89R125897T3	1554.00	5/31/2008	12432.00
1225	89R125897T3	1554.00	6/30/2008	13986.00
1226	89R125897T3	1554.00	7/30/2008	15540.00
1227	89R125897T3	1554.00	8/29/2008	17094.00
1228	89R125897T3	1554.00	9/28/2008	18648.00
1229	89R125897T3	1554.00	10/28/2008	20202.00
1230	89R125897T3	1554.00	11/27/2008	21756.00
1231	89R125897T3	1554.00	12/27/2008	23310.00
1232	89R125897T3	1554.00	1/26/2009	24864.00
1233	89R125897T3	1554.00	2/25/2009	26418.00
1234	89R125897T3	1554.00	3/27/2009	27972.00
1235	89R125897T3	1554.00	4/26/2009	29526.00
1236	89R125897T3	1554.00	5/26/2009	31080.00
1237	89R125897T3	1554.00	6/25/2009	32634.00
1238	89R125897T3	1554.00	7/25/2009	34188.00
1239	89R125897T3	1554.00	8/24/2009	35742.00
1240	89R125897T3	1554.00	9/23/2009	37296.00
1241	89R125897T3	1554.00	10/23/2009	38850.00
1242	89R125897T3	1554.00	11/22/2009	40404.00
1243	89R125897T3	1554.00	12/22/2009	41958.00
1244	89R125897T3	1554.00	1/21/2010	43512.00
1245	89R125897T3	1554.00	2/20/2010	45066.00
1246	89R125897T3	1554.00	3/22/2010	46620.00
1247	89R125897T3	1554.00	4/21/2010	48174.00
1248	89R125897T3	1554.00	5/21/2010	49728.00
1249	89R125897T3	1554.00	6/20/2010	51282.00
1250	89R125897T3	1554.00	7/20/2010	52836.00
1251	89R125897T3	1554.00	8/19/2010	54390.00
1252	89R125897T3	1554.00	9/18/2010	55944.00
1253	89R125897T3	1554.00	10/18/2010	57498.00
1254	89R125897T3	1554.00	11/17/2010	59052.00
1255	89R125897T3	1554.00	12/17/2010	60606.00
1256	89R125897T3	1554.00	1/16/2011	62160.00
1257	89R125897T3	1554.00	2/15/2011	63714.00
1258	89R125897T3	1554.00	3/17/2011	65268.00
1259	89R125897T3	1554.00	4/16/2011	66822.00
1260	89R125897T3	1554.00	5/16/2011	68376.00
1261	89R125897T3	1554.00	6/15/2011	69930.00
1262	89R125897T3	1554.00	7/15/2011	71484.00
1263	89R125897T3	1554.00	8/14/2011	73038.00
1264	89R125897T3	1554.00	9/13/2011	74592.00
1265	89R125897T3	1554.00	10/13/2011	76146.00
1266	89R125897T3	1554.00	11/12/2011	77700.00
1267	89R125897T3	1554.00	12/12/2011	79254.00
1268	89R125897T3	1554.00	1/11/2012	80808.00
1269	89R125897T3	1554.00	2/10/2012	82362.00
1270	89R125897T3	1554.00	3/11/2012	83916.00
1271	89R125897T3	1554.00	4/10/2012	85470.00
1272	89R125897T3	1554.00	5/10/2012	87024.00
1273	89R125897T3	1554.00	6/9/2012	88578.00
1274	89R125897T3	1554.00	7/9/2012	90132.00
1275	89R125897T3	1554.00	8/8/2012	91686.00
1276	89R125897T3	1554.00	9/7/2012	93240.00
1277	89R125897T3	1554.00	10/7/2012	94794.00
1278	89R125897T3	1554.00	11/6/2012	96348.00
1279	89R125897T3	1554.00	12/6/2012	97902.00
1280	89R125897T3	1554.00	1/5/2013	99456.00
1281	89R125897T3	1554.00	2/4/2013	101010.00
1282	89R125897T3	1554.00	3/6/2013	102564.00
1283	89R125897T3	1554.00	4/5/2013	104118.00
1284	89R125897T3	1554.00	5/5/2013	105672.00
1285	89R125897T3	1554.00	6/4/2013	107226.00
1286	89R125897T3	1554.00	7/4/2013	108780.00
1287	89R125897T3	1554.00	8/3/2013	110334.00
1288	89R125897T3	1554.00	9/2/2013	111888.00
1289	89R125897T3	1554.00	10/2/2013	113442.00
1290	89R125897T3	1554.00	11/1/2013	114996.00
1291	89R125897T3	1554.00	12/1/2013	116550.00
1292	89R125897T3	1554.00	12/31/2013	118104.00
1293	89R125897T3	1554.00	1/30/2014	119658.00
1294	89R125897T3	1554.00	3/1/2014	121212.00
1295	89R125897T3	1554.00	3/31/2014	122766.00
1296	89R125897T3	1554.00	4/30/2014	124320.00
1297	89R125897T3	1554.00	5/30/2014	125874.00
1298	89R125897T3	1554.00	6/29/2014	127428.00
1299	89R125897T3	1554.00	7/29/2014	128982.00
1300	89R125897T3	1554.00	8/28/2014	130536.00
1301	89R125897T3	1554.00	9/27/2014	132090.00
1302	89R125897T3	1554.00	10/27/2014	133644.00
1303	89R125897T3	1554.00	11/26/2014	135198.00
1304	89R125897T3	1554.00	12/26/2014	136752.00
1305	89R125897T3	1554.00	1/25/2015	138306.00
1306	89R125897T3	1554.00	2/24/2015	139860.00
1307	89R125897T3	1554.00	3/26/2015	141414.00
1308	89R125897T3	1554.00	4/25/2015	142968.00
1309	89R125897T3	1554.00	5/25/2015	144522.00
1310	89R125897T3	1554.00	6/24/2015	146076.00
1311	89R125897T3	1554.00	7/24/2015	147630.00
1312	89R125897T3	1554.00	8/23/2015	149184.00
1313	89R125897T3	1554.00	9/22/2015	150738.00
1314	89R125897T3	1554.00	10/22/2015	152292.00
1315	89R125897T3	1554.00	11/21/2015	153846.00
1316	89R125897T3	1554.00	12/21/2015	155400.00
1317	89R125897T3	1554.00	1/20/2016	156954.00
1318	89R125897T3	1554.00	2/19/2016	158508.00
1319	89R125897T3	1554.00	3/20/2016	160062.00
1320	89R125897T3	1554.00	4/19/2016	161616.00
1321	89R125897T3	1554.00	5/19/2016	163170.00
1322	89R125897T3	1554.00	6/18/2016	164724.00
1323	89R125897T3	1554.00	7/18/2016	166278.00
1324	89R125897T3	1554.00	8/17/2016	167832.00
1325	89R125897T3	1554.00	9/16/2016	169386.00
1326	89R125897T3	1554.00	10/16/2016	170940.00
1327	89R125897T3	1554.00	11/15/2016	172494.00
